probe_id,literal,probe_kind,actual_valid,epoch,p_valid,correct
V10,((())(())),valid,True,0,0.529436,1
V10,((())(())),valid,True,10,0.724969,1
V10,((())(())),valid,True,20,0.839436,1
V10,((())(())),valid,True,30,0.812060,1
V10,((())(())),valid,True,40,0.854979,1
V10,((())(())),valid,True,50,0.788432,1
V10,((())(())),valid,True,60,0.798225,1
V10,((())(())),valid,True,70,0.787565,1
V10,((())(())),valid,True,80,0.796641,1
V11,((())()()),valid,True,0,0.495039,0
V11,((())()()),valid,True,10,0.658754,1
V11,((())()()),valid,True,20,0.629529,1
V11,((())()()),valid,True,30,0.487797,0
V11,((())()()),valid,True,40,0.555436,1
V11,((())()()),valid,True,50,0.490758,0
V11,((())()()),valid,True,60,0.531374,1
V11,((())()()),valid,True,70,0.498124,0
V11,((())()()),valid,True,80,0.514675,1
V12,((())())(),valid,True,0,0.491037,0
V12,((())())(),valid,True,10,0.679227,1
V12,((())())(),valid,True,20,0.790110,1
V12,((())())(),valid,True,30,0.693603,1
V12,((())())(),valid,True,40,0.685239,1
V12,((())())(),valid,True,50,0.492006,0
V12,((())())(),valid,True,60,0.441139,0
V12,((())())(),valid,True,70,0.483822,0
V12,((())())(),valid,True,80,0.470545,0
V13,((()))(()),valid,True,0,0.542283,1
V13,((()))(()),valid,True,10,0.777750,1
V13,((()))(()),valid,True,20,0.851255,1
V13,((()))(()),valid,True,30,0.822291,1
V13,((()))(()),valid,True,40,0.873999,1
V13,((()))(()),valid,True,50,0.748316,1
V13,((()))(()),valid,True,60,0.680615,1
V13,((()))(()),valid,True,70,0.650601,1
V13,((()))(()),valid,True,80,0.655827,1
V14,((()))()(),valid,True,0,0.530528,1
V14,((()))()(),valid,True,10,0.772477,1
V14,((()))()(),valid,True,20,0.878856,1
V14,((()))()(),valid,True,30,0.830651,1
V14,((()))()(),valid,True,40,0.827693,1
V14,((()))()(),valid,True,50,0.649151,1
V14,((()))()(),valid,True,60,0.538772,1
V14,((()))()(),valid,True,70,0.578061,1
V14,((()))()(),valid,True,80,0.557634,1
V15,(()((()))),valid,True,0,0.497382,0
V15,(()((()))),valid,True,10,0.646107,1
V15,(()((()))),valid,True,20,0.726687,1
V15,(()((()))),valid,True,30,0.628769,1
V15,(()((()))),valid,True,40,0.661800,1
V15,(()((()))),valid,True,50,0.608083,1
V15,(()((()))),valid,True,60,0.688093,1
V15,(()((()))),valid,True,70,0.681387,1
V15,(()((()))),valid,True,80,0.699208,1
V16,(()(()())),valid,True,0,0.542622,1
V16,(()(()())),valid,True,10,0.754051,1
V16,(()(()())),valid,True,20,0.872704,1
V16,(()(()())),valid,True,30,0.851160,1
V16,(()(()())),valid,True,40,0.880631,1
V16,(()(()())),valid,True,50,0.804176,1
V16,(()(()())),valid,True,60,0.802606,1
V16,(()(()())),valid,True,70,0.797714,1
V16,(()(()())),valid,True,80,0.805661,1
V17,(()(())()),valid,True,0,0.506588,1
V17,(()(())()),valid,True,10,0.690642,1
V17,(()(())()),valid,True,20,0.711422,1
V17,(()(())()),valid,True,30,0.597497,1
V17,(()(())()),valid,True,40,0.656043,1
V17,(()(())()),valid,True,50,0.538010,1
V17,(()(())()),valid,True,60,0.551825,1
V17,(()(())()),valid,True,70,0.527435,1
V17,(()(())()),valid,True,80,0.543272,1
V18,(()(()))(),valid,True,0,0.504008,1
V18,(()(()))(),valid,True,10,0.710188,1
V18,(()(()))(),valid,True,20,0.828327,1
V18,(()(()))(),valid,True,30,0.744070,1
V18,(()(()))(),valid,True,40,0.726357,1
V18,(()(()))(),valid,True,50,0.517185,1
V18,(()(()))(),valid,True,60,0.455381,0
V18,(()(()))(),valid,True,70,0.504362,1
V18,(()(()))(),valid,True,80,0.491230,0
V19,(()()(())),valid,True,0,0.528107,1
V19,(()()(())),valid,True,10,0.717607,1
V19,(()()(())),valid,True,20,0.818572,1
V19,(()()(())),valid,True,30,0.774465,1
V19,(()()(())),valid,True,40,0.814799,1
V19,(()()(())),valid,True,50,0.763499,1
V19,(()()(())),valid,True,60,0.789079,1
V19,(()()(())),valid,True,70,0.778078,1
V19,(()()(())),valid,True,80,0.787617,1
V20,(()()()()),valid,True,0,0.493904,0
V20,(()()()()),valid,True,10,0.652437,1
V20,(()()()()),valid,True,20,0.594080,1
V20,(()()()()),valid,True,30,0.427499,0
V20,(()()()()),valid,True,40,0.473385,0
V20,(()()()()),valid,True,50,0.451659,0
V20,(()()()()),valid,True,60,0.516804,1
V20,(()()()()),valid,True,70,0.483673,0
V20,(()()()()),valid,True,80,0.499967,0
V21,(()()())(),valid,True,0,0.489876,0
V21,(()()())(),valid,True,10,0.673118,1
V21,(()()())(),valid,True,20,0.770324,1
V21,(()()())(),valid,True,30,0.654709,1
V21,(()()())(),valid,True,40,0.634868,1
V21,(()()())(),valid,True,50,0.466547,0
V21,(()()())(),valid,True,60,0.432677,0
V21,(()()())(),valid,True,70,0.475095,0
V21,(()()())(),valid,True,80,0.461761,0
V22,(()())(()),valid,True,0,0.540917,1
V22,(()())(()),valid,True,10,0.771690,1
V22,(()())(()),valid,True,20,0.828928,1
V22,(()())(()),valid,True,30,0.778556,1
V22,(()())(()),valid,True,40,0.829059,1
V22,(()())(()),valid,True,50,0.715039,1
V22,(()())(()),valid,True,60,0.666404,1
V22,(()())(()),valid,True,70,0.635648,1
V22,(()())(()),valid,True,80,0.641142,1
V23,(()())()(),valid,True,0,0.529159,1
V23,(()())()(),valid,True,10,0.766927,1
V23,(()())()(),valid,True,20,0.870708,1
V23,(()())()(),valid,True,30,0.816705,1
V23,(()())()(),valid,True,40,0.811377,1
V23,(()())()(),valid,True,50,0.630346,1
V23,(()())()(),valid,True,60,0.529601,1
V23,(()())()(),valid,True,70,0.569425,1
V23,(()())()(),valid,True,80,0.548888,1
V24,(())((())),valid,True,0,0.530529,1
V24,(())((())),valid,True,10,0.728462,1
V24,(())((())),valid,True,20,0.850980,1
V24,(())((())),valid,True,30,0.828746,1
V24,(())((())),valid,True,40,0.867588,1
V24,(())((())),valid,True,50,0.802677,1
V24,(())((())),valid,True,60,0.813054,1
V24,(())((())),valid,True,70,0.802857,1
V24,(())((())),valid,True,80,0.811901,1
V25,(())(()()),valid,True,0,0.495234,0
V25,(())(()()),valid,True,10,0.660269,1
V25,(())(()()),valid,True,20,0.658178,1
V25,(())(()()),valid,True,30,0.533737,1
V25,(())(()()),valid,True,40,0.603515,1
V25,(())(()()),valid,True,50,0.525312,1
V25,(())(()()),valid,True,60,0.561545,1
V25,(())(()()),valid,True,70,0.526482,1
V25,(())(()()),valid,True,80,0.543802,1
V26,(())(())(),valid,True,0,0.493065,0
V26,(())(())(),valid,True,10,0.687120,1
V26,(())(())(),valid,True,20,0.806658,1
V26,(())(())(),valid,True,30,0.722083,1
V26,(())(())(),valid,True,40,0.718640,1
V26,(())(())(),valid,True,50,0.525001,1
V26,(())(())(),valid,True,60,0.471570,0
V26,(())(())(),valid,True,70,0.511071,1
V26,(())(())(),valid,True,80,0.498705,0
V27,(())()(()),valid,True,0,0.542870,1
V27,(())()(()),valid,True,10,0.777947,1
V27,(())()(()),valid,True,20,0.862777,1
V27,(())()(()),valid,True,30,0.842136,1
V27,(())()(()),valid,True,40,0.890278,1
V27,(())()(()),valid,True,50,0.773754,1
V27,(())()(()),valid,True,60,0.709656,1
V27,(())()(()),valid,True,70,0.680157,1
V27,(())()(()),valid,True,80,0.685662,1
V28,(())()()(),valid,True,0,0.532235,1
V28,(())()()(),valid,True,10,0.776348,1
V28,(())()()(),valid,True,20,0.883446,1
V28,(())()()(),valid,True,30,0.837683,1
V28,(())()()(),valid,True,40,0.836179,1
V28,(())()()(),valid,True,50,0.672156,1
V28,(())()()(),valid,True,60,0.568757,1
V28,(())()()(),valid,True,70,0.604725,1
V28,(())()()(),valid,True,80,0.585531,1
V29,()(((()))),valid,True,0,0.497788,0
V29,()(((()))),valid,True,10,0.649049,1
V29,()(((()))),valid,True,20,0.744222,1
V29,()(((()))),valid,True,30,0.663482,1
V29,()(((()))),valid,True,40,0.704598,1
V29,()(((()))),valid,True,50,0.625702,1
V29,()(((()))),valid,True,60,0.693875,1
V29,()(((()))),valid,True,70,0.687949,1
V29,()(((()))),valid,True,80,0.705885,1
V30,()((()())),valid,True,0,0.542886,1
V30,()((()())),valid,True,10,0.755525,1
V30,()((()())),valid,True,20,0.878868,1
V30,()((()())),valid,True,30,0.861796,1
V30,()((()())),valid,True,40,0.891118,1
V30,()((()())),valid,True,50,0.811033,1
V30,()((()())),valid,True,60,0.805007,1
V30,()((()())),valid,True,70,0.800876,1
V30,()((()())),valid,True,80,0.808927,1
V31,()((())()),valid,True,0,0.506861,1
V31,()((())()),valid,True,10,0.692367,1
V31,()((())()),valid,True,20,0.729439,1
V31,()((())()),valid,True,30,0.635021,1
V31,()((())()),valid,True,40,0.701348,1
V31,()((())()),valid,True,50,0.557213,1
V31,()((())()),valid,True,60,0.559002,1
V31,()((())()),valid,True,70,0.535788,1
V31,()((())()),valid,True,80,0.551990,1
V32,()((()))(),valid,True,0,0.504316,1
V32,()((()))(),valid,True,10,0.711759,1
V32,()((()))(),valid,True,20,0.834991,1
V32,()((()))(),valid,True,30,0.757822,1
V32,()((()))(),valid,True,40,0.743429,1
V32,()((()))(),valid,True,50,0.527371,1
V32,()((()))(),valid,True,60,0.459910,0
V32,()((()))(),valid,True,70,0.509512,1
V32,()((()))(),valid,True,80,0.496817,0
O1,(((()))))),off_by_one,False,0,0.508892,0
O1,(((()))))),off_by_one,False,10,0.676712,0
O1,(((()))))),off_by_one,False,20,0.770298,0
O1,(((()))))),off_by_one,False,30,0.689457,0
O1,(((()))))),off_by_one,False,40,0.721609,0
O1,(((()))))),off_by_one,False,50,0.627113,0
O1,(((()))))),off_by_one,False,60,0.674291,0
O1,(((()))))),off_by_one,False,70,0.673901,0
O1,(((()))))),off_by_one,False,80,0.689574,0
O2,((()())))),off_by_one,False,0,0.511224,0
O2,((()())))),off_by_one,False,10,0.689308,0
O2,((()())))),off_by_one,False,20,0.813617,0
O2,((()())))),off_by_one,False,30,0.766385,0
O2,((()())))),off_by_one,False,40,0.804160,0
O2,((()())))),off_by_one,False,50,0.686335,0
O2,((()())))),off_by_one,False,60,0.708990,0
O2,((()())))),off_by_one,False,70,0.708394,0
O2,((()())))),off_by_one,False,80,0.723534,0
O3,((())()))),off_by_one,False,0,0.496685,1
O3,((())()))),off_by_one,False,10,0.644047,0
O3,((())()))),off_by_one,False,20,0.722234,0
O3,((())()))),off_by_one,False,30,0.629012,0
O3,((())()))),off_by_one,False,40,0.672229,0
O3,((())()))),off_by_one,False,50,0.610036,0
O3,((())()))),off_by_one,False,60,0.679261,0
O3,((())()))),off_by_one,False,70,0.672114,0
O3,((())()))),off_by_one,False,80,0.689480,0
O4,((()))())),off_by_one,False,0,0.542589,0
O4,((()))())),off_by_one,False,10,0.756450,0
O4,((()))())),off_by_one,False,20,0.874638,0
O4,((()))())),off_by_one,False,30,0.856487,0
O4,((()))())),off_by_one,False,40,0.888443,0
O4,((()))())),off_by_one,False,50,0.806880,0
O4,((()))())),off_by_one,False,60,0.794743,0
O4,((()))())),off_by_one,False,70,0.788964,0
O4,((()))())),off_by_one,False,80,0.796369,0
O5,((())))(((,off_by_one,False,0,0.389946,1
O5,((())))(((,off_by_one,False,10,0.044335,1
O5,((())))(((,off_by_one,False,20,0.027539,1
O5,((())))(((,off_by_one,False,30,0.009860,1
O5,((())))(((,off_by_one,False,40,0.007296,1
O5,((())))(((,off_by_one,False,50,0.003040,1
O5,((())))(((,off_by_one,False,60,0.002219,1
O5,((())))(((,off_by_one,False,70,0.002529,1
O5,((())))(((,off_by_one,False,80,0.002283,1
O6,((())))()),off_by_one,False,0,0.507016,0
O6,((())))()),off_by_one,False,10,0.693612,0
O6,((())))()),off_by_one,False,20,0.709763,0
O6,((())))()),off_by_one,False,30,0.600253,0
O6,((())))()),off_by_one,False,40,0.668370,0
O6,((())))()),off_by_one,False,50,0.536502,0
O6,((())))()),off_by_one,False,60,0.536297,0
O6,((())))()),off_by_one,False,70,0.511461,0
O6,((())))()),off_by_one,False,80,0.526585,0
O7,((()))))(),off_by_one,False,0,0.502908,0
O7,((()))))(),off_by_one,False,10,0.707999,0
O7,((()))))(),off_by_one,False,20,0.826292,0
O7,((()))))(),off_by_one,False,30,0.742670,0
O7,((()))))(),off_by_one,False,40,0.725285,0
O7,((()))))(),off_by_one,False,50,0.506103,0
O7,((()))))(),off_by_one,False,60,0.435270,1
O7,((()))))(),off_by_one,False,70,0.485813,1
O7,((()))))(),off_by_one,False,80,0.471761,1
O8,((())))))(,off_by_one,False,0,0.334228,1
O8,((())))))(,off_by_one,False,10,0.032753,1
O8,((())))))(,off_by_one,False,20,0.023687,1
O8,((())))))(,off_by_one,False,30,0.010327,1
O8,((())))))(,off_by_one,False,40,0.009101,1
O8,((())))))(,off_by_one,False,50,0.006463,1
O8,((())))))(,off_by_one,False,60,0.009043,1
O8,((())))))(,off_by_one,False,70,0.009363,1
O8,((())))))(,off_by_one,False,80,0.009920,1
O9,((())))))),off_by_one,False,0,0.509546,0
O9,((())))))),off_by_one,False,10,0.681512,0
O9,((())))))),off_by_one,False,20,0.787808,0
O9,((())))))),off_by_one,False,30,0.723491,0
O9,((())))))),off_by_one,False,40,0.762016,0
O9,((())))))),off_by_one,False,50,0.654187,0
O9,((())))))),off_by_one,False,60,0.687125,0
O9,((())))))),off_by_one,False,70,0.686011,0
O9,((())))))),off_by_one,False,80,0.701365,0
O10,(()(())))),off_by_one,False,0,0.510130,0
O10,(()(())))),off_by_one,False,10,0.682360,0
O10,(()(())))),off_by_one,False,20,0.789518,0
O10,(()(())))),off_by_one,False,30,0.720541,0
O10,(()(())))),off_by_one,False,40,0.752124,0
O10,(()(())))),off_by_one,False,50,0.652204,0
O10,(()(())))),off_by_one,False,60,0.695237,0
O10,(()(())))),off_by_one,False,70,0.694836,0
O10,(()(())))),off_by_one,False,80,0.710404,0
O11,(()()()))),off_by_one,False,0,0.495655,1
O11,(()()()))),off_by_one,False,10,0.637073,0
O11,(()()()))),off_by_one,False,20,0.690946,0
O11,(()()()))),off_by_one,False,30,0.570823,0
O11,(()()()))),off_by_one,False,40,0.598205,0
O11,(()()()))),off_by_one,False,50,0.572440,0
O11,(()()()))),off_by_one,False,60,0.664781,0
O11,(()()()))),off_by_one,False,70,0.657736,0
O11,(()()()))),off_by_one,False,80,0.675277,0
O12,(()())())),off_by_one,False,0,0.541365,0
O12,(()())())),off_by_one,False,10,0.749944,0
O12,(()())())),off_by_one,False,20,0.859507,0
O12,(()())())),off_by_one,False,30,0.830361,0
O12,(()())())),off_by_one,False,40,0.861627,0
O12,(()())())),off_by_one,False,50,0.784566,0
O12,(()())())),off_by_one,False,60,0.784607,0
O12,(()())())),off_by_one,False,70,0.778749,0
O12,(()())())),off_by_one,False,80,0.786527,0
O13,(()()))(((,off_by_one,False,0,0.388740,1
O13,(()()))(((,off_by_one,False,10,0.042976,1
O13,(()()))(((,off_by_one,False,20,0.023117,1
O13,(()()))(((,off_by_one,False,30,0.007546,1
O13,(()()))(((,off_by_one,False,40,0.005230,1
O13,(()()))(((,off_by_one,False,50,0.002629,1
O13,(()()))(((,off_by_one,False,60,0.002093,1
O13,(()()))(((,off_by_one,False,70,0.002386,1
O13,(()()))(((,off_by_one,False,80,0.002152,1
O14,(()()))()),off_by_one,False,0,0.505976,0
O14,(()()))()),off_by_one,False,10,0.687548,0
O14,(()()))()),off_by_one,False,20,0.674166,0
O14,(()()))()),off_by_one,False,30,0.531751,0
O14,(()()))()),off_by_one,False,40,0.582495,0
O14,(()()))()),off_by_one,False,50,0.494306,1
O14,(()()))()),off_by_one,False,60,0.519854,0
O14,(()()))()),off_by_one,False,70,0.495022,1
O14,(()()))()),off_by_one,False,80,0.509982,0
O15,(()())))(),off_by_one,False,0,0.501749,0
O15,(()())))(),off_by_one,False,10,0.702251,0
O15,(()())))(),off_by_one,False,20,0.810760,0
O15,(()())))(),off_by_one,False,30,0.711572,0
O15,(()())))(),off_by_one,False,40,0.685626,0
O15,(()())))(),off_by_one,False,50,0.481499,1
O15,(()())))(),off_by_one,False,60,0.425703,1
O15,(()())))(),off_by_one,False,70,0.476073,1
O15,(()())))(),off_by_one,False,80,0.461908,1
O16,(()()))))(,off_by_one,False,0,0.333425,1
O16,(()()))))(,off_by_one,False,10,0.031658,1
O16,(()()))))(,off_by_one,False,20,0.019560,1
O16,(()()))))(,off_by_one,False,30,0.007693,1
O16,(()()))))(,off_by_one,False,40,0.006282,1
O16,(()()))))(,off_by_one,False,50,0.005424,1
O16,(()()))))(,off_by_one,False,60,0.008357,1
O16,(()()))))(,off_by_one,False,70,0.008662,1
O16,(()()))))(,off_by_one,False,80,0.009158,1
O17,(()()))))),off_by_one,False,0,0.508593,0
O17,(()()))))),off_by_one,False,10,0.674855,0
O17,(()()))))),off_by_one,False,20,0.760826,0
O17,(()()))))),off_by_one,False,30,0.670933,0
O17,(()()))))),off_by_one,False,40,0.699224,0
O17,(()()))))),off_by_one,False,50,0.618103,0
O17,(()()))))),off_by_one,False,60,0.672435,0
O17,(()()))))),off_by_one,False,70,0.671436,0
O17,(()()))))),off_by_one,False,80,0.687021,0
O18,(())(()))),off_by_one,False,0,0.498061,1
O18,(())(()))),off_by_one,False,10,0.650872,0
O18,(())(()))),off_by_one,False,20,0.746796,0
O18,(())(()))),off_by_one,False,30,0.667412,0
O18,(())(()))),off_by_one,False,40,0.708870,0
O18,(())(()))),off_by_one,False,50,0.636285,0
O18,(())(()))),off_by_one,False,60,0.700078,0
O18,(())(()))),off_by_one,False,70,0.692327,0
O18,(())(()))),off_by_one,False,80,0.709661,0
O19,(())()())),off_by_one,False,0,0.543759,0
O19,(())()())),off_by_one,False,10,0.759595,0
O19,(())()())),off_by_one,False,20,0.882402,0
O19,(())()())),off_by_one,False,30,0.866955,0
O19,(())()())),off_by_one,False,40,0.896260,0
O19,(())()())),off_by_one,False,50,0.820459,0
O19,(())()())),off_by_one,False,60,0.810932,0
O19,(())()())),off_by_one,False,70,0.805291,0
O19,(())()())),off_by_one,False,80,0.812669,0
O20,(())())(((,off_by_one,False,0,0.391835,1
O20,(())())(((,off_by_one,False,10,0.045646,1
O20,(())())(((,off_by_one,False,20,0.031939,1
O20,(())())(((,off_by_one,False,30,0.012010,1
O20,(())())(((,off_by_one,False,40,0.008959,1
O20,(())())(((,off_by_one,False,50,0.003458,1
O20,(())())(((,off_by_one,False,60,0.002442,1
O20,(())())(((,off_by_one,False,70,0.002778,1
O20,(())())(((,off_by_one,False,80,0.002506,1
O21,(())())()),off_by_one,False,0,0.507536,0
O21,(())())()),off_by_one,False,10,0.695454,0
O21,(())())()),off_by_one,False,20,0.734848,0
O21,(())())()),off_by_one,False,30,0.643433,0
O21,(())())()),off_by_one,False,40,0.710567,0
O21,(())())()),off_by_one,False,50,0.570144,0
O21,(())())()),off_by_one,False,60,0.564893,0
O21,(())())()),off_by_one,False,70,0.539363,0
O21,(())())()),off_by_one,False,80,0.554752,0
O22,(())()))(),off_by_one,False,0,0.505005,0
O22,(())()))(),off_by_one,False,10,0.714889,0
O22,(())()))(),off_by_one,False,20,0.838071,0
O22,(())()))(),off_by_one,False,30,0.762929,0
O22,(())()))(),off_by_one,False,40,0.749463,0
O22,(())()))(),off_by_one,False,50,0.535937,0
O22,(())()))(),off_by_one,False,60,0.462863,1
O22,(())()))(),off_by_one,False,70,0.511101,0
O22,(())()))(),off_by_one,False,80,0.497547,1
O23,(())())))(,off_by_one,False,0,0.335827,1
O23,(())())))(,off_by_one,False,10,0.034127,1
O23,(())())))(,off_by_one,False,20,0.027814,1
O23,(())())))(,off_by_one,False,30,0.012700,1
O23,(())())))(,off_by_one,False,40,0.011289,1
O23,(())())))(,off_by_one,False,50,0.007361,1
O23,(())())))(,off_by_one,False,60,0.009953,1
O23,(())())))(,off_by_one,False,70,0.010306,1
O23,(())())))(,off_by_one,False,80,0.010931,1
O24,(())())))),off_by_one,False,0,0.510991,0
O24,(())())))),off_by_one,False,10,0.687607,0
O24,(())())))),off_by_one,False,20,0.806564,0
O24,(())())))),off_by_one,False,30,0.753009,0
O24,(())())))),off_by_one,False,40,0.789046,0
O24,(())())))),off_by_one,False,50,0.678534,0
O24,(())())))),off_by_one,False,60,0.707074,0
O24,(())())))),off_by_one,False,70,0.705685,0
O24,(())())))),off_by_one,False,80,0.720723,0
O25,(()))(((((,off_by_one,False,0,0.423765,1
O25,(()))(((((,off_by_one,False,10,0.069361,1
O25,(()))(((((,off_by_one,False,20,0.050299,1
O25,(()))(((((,off_by_one,False,30,0.020648,1
O25,(()))(((((,off_by_one,False,40,0.016913,1
O25,(()))(((((,off_by_one,False,50,0.006620,1
O25,(()))(((((,off_by_one,False,60,0.004049,1
O25,(()))(((((,off_by_one,False,70,0.004257,1
O25,(()))(((((,off_by_one,False,80,0.003719,1
O26,(()))((((),off_by_one,False,0,0.537867,0
O26,(()))((((),off_by_one,False,10,0.790673,0
O26,(()))((((),off_by_one,False,20,0.867445,0
O26,(()))((((),off_by_one,False,30,0.809798,0
O26,(()))((((),off_by_one,False,40,0.816043,0
O26,(()))((((),off_by_one,False,50,0.577470,0
O26,(()))((((),off_by_one,False,60,0.398551,1
O26,(()))((((),off_by_one,False,70,0.411339,1
O26,(()))((((),off_by_one,False,80,0.379426,1
O27,(()))((()(,off_by_one,False,0,0.336265,1
O27,(()))((()(,off_by_one,False,10,0.046254,1
O27,(()))((()(,off_by_one,False,20,0.022374,1
O27,(()))((()(,off_by_one,False,30,0.009723,1
O27,(()))((()(,off_by_one,False,40,0.010459,1
O27,(()))((()(,off_by_one,False,50,0.007741,1
O27,(()))((()(,off_by_one,False,60,0.008704,1
O27,(()))((()(,off_by_one,False,70,0.007377,1
O27,(()))((()(,off_by_one,False,80,0.007571,1
O28,(()))(()((,off_by_one,False,0,0.426513,1
O28,(()))(()((,off_by_one,False,10,0.063112,1
O28,(()))(()((,off_by_one,False,20,0.068259,1
O28,(()))(()((,off_by_one,False,30,0.030948,1
O28,(()))(()((,off_by_one,False,40,0.023349,1
O28,(()))(()((,off_by_one,False,50,0.010231,1
O28,(()))(()((,off_by_one,False,60,0.007516,1
O28,(()))(()((,off_by_one,False,70,0.008898,1
O28,(()))(()((,off_by_one,False,80,0.007921,1
O29,(()))(())),off_by_one,False,0,0.529081,0
O29,(()))(())),off_by_one,False,10,0.722873,0
O29,(()))(())),off_by_one,False,20,0.832467,0
O29,(()))(())),off_by_one,False,30,0.799675,0
O29,(()))(())),off_by_one,False,40,0.842067,0
O29,(()))(())),off_by_one,False,50,0.782603,0
O29,(()))(())),off_by_one,False,60,0.797296,0
O29,(()))(())),off_by_one,False,70,0.785986,0
O29,(()))(())),off_by_one,False,80,0.795006,0
O30,(()))()(((,off_by_one,False,0,0.377348,1
O30,(()))()(((,off_by_one,False,10,0.038381,1
O30,(()))()(((,off_by_one,False,20,0.018285,1
O30,(()))()(((,off_by_one,False,30,0.006002,1
O30,(()))()(((,off_by_one,False,40,0.004390,1
O30,(()))()(((,off_by_one,False,50,0.002536,1
O30,(()))()(((,off_by_one,False,60,0.002161,1
O30,(()))()(((,off_by_one,False,70,0.002388,1
O30,(()))()(((,off_by_one,False,80,0.002160,1
O31,(()))()()),off_by_one,False,0,0.494664,1
O31,(()))()()),off_by_one,False,10,0.656400,0
O31,(()))()()),off_by_one,False,20,0.615408,0
O31,(()))()()),off_by_one,False,30,0.463071,1
O31,(()))()()),off_by_one,False,40,0.522438,0
O31,(()))()()),off_by_one,False,50,0.478522,1
O31,(()))()()),off_by_one,False,60,0.528137,0
O31,(()))()()),off_by_one,False,70,0.493978,1
O31,(()))()()),off_by_one,False,80,0.510303,0
O32,(()))())(),off_by_one,False,0,0.490658,1
O32,(()))())(),off_by_one,False,10,0.677157,0
O32,(()))())(),off_by_one,False,20,0.782833,0
O32,(()))())(),off_by_one,False,30,0.679413,0
O32,(()))())(),off_by_one,False,40,0.667591,0
O32,(()))())(),off_by_one,False,50,0.485488,1
